,name,username,tweetid,time,tweets,fanboy
119,Carlos R. Muñoz,crmunoz27,749942823504404480,7/4/2016 12:27:57 PM,RT @OXITS: Facebook blocks another woman named Isis because of her name https://nakedsecurity.sophos.com/2016/07/04/facebook-blocks-another-woman-named-isis-because-of-her-name/ #Security #Hacking pic.twitter.com/mAnrrzn98L,0
120,Félix Loperena,FelixLoperena,749975074707431424,7/4/2016 2:36:06 PM,"RT @NBCNews: Baghdad bomb toll hits 200, deadliest day in a decade http://www.nbcnews.com/storyline/isis-terror/baghdad-bomb-toll-hits-200-iraqi-take-out-anger-pm-n603401 pic.twitter.com/M1mi8CmqfH",0
121,one who believes,ro34th,15183,5/2/2016 13:52,RT @RamiAlLolah: #ISIS has ran over three Assad's army check points in Shair in Homs eastern countryside & killed 20 soldiers #Syria https:… ,1
122,VITO,vito4224,750106985899646976,7/4/2016 11:20:16 PM,"RT @jakkoerner: We had no idea what Obama meant; however, ISIS now has Iraq.  Is in Germany, France & Sweden & is on our homeland!  https:/…",0
123,hoodhMz,hoodhMz80,752561959086780416,7/11/2016 5:55:27 PM,"#Breaking Islamic State fighters repel Syrian regime forces attacking the Abraj hill, southeast of #Palmyra. pic.twitter.com/Kq8M57CiLO",0
124,محمد - البحرين,Mohd_ale123,750116825862668288,7/4/2016 11:59:22 PM,"RT @x___6na5h: After this attacks all the world would know that ISIS is not muslim , ( islam is peace ) #ISISAttackingMuslims",0
125,8187noreen,8187noreen,752537023190298625,7/11/2016 4:16:22 PM,"RT @Gianluca_1970: It 's not that #ISIS is losing ground, they left to get here. #WakeUpAmerica  #Trump2016 #Obama traitor https://t.co/mw2h…",0
126,Premiére Dame.,BreezyMLS,752564545214881792,7/11/2016 6:05:44 PM,RT @Noxxy_maras91: Daesh jamais la quand on a besoin d'eux,0
127,@¥U$#,Tweetmeatayush,749967770586976257,7/4/2016 2:07:04 PM,RT @minicnair: ISIS is demonising humanity. https://twitter.com/asadowaisi/status/749935050339344384,0
128,Empowerurview,empowerurview,752535202379886592,7/11/2016 4:09:08 PM,See ISIS 'caliphate ' shrink: ISIS is struggling to hold on to territory in Syria and Iraq -- but will this le. http://www.cnn.com/2016/07/11/middleeast/isis-territory-analysis-lister/index.html ,0
129,Gasp,gaspardnhms,752444052482715648,7/11/2016 10:06:56 AM,"RT @baborlelefan: @baborlelefan bien pensance de merde. Ici au moins jdis c'que jveux. Caca, viol, daesh. (Bite).",0
130,Imran Gillani,Imran95251881,752676501716340741,7/12/2016 1:30:36 AM,"RT @MaxAbrahms: As I predicted 2 years ago:  "" The general believes that the Nusrah Front is now in some ways more powerful than Isis ""  https:…",0
131,أبو أسامة الصومالي,CXaafada2,759,12/26/2015 7:46,@dxk16 @putrisyarqy17 ...as a chicken. ,1
132,don't,NB770_,752467271084232704,7/11/2016 11:39:12 AM,RT @zaksnow: Vos Daesh qui tiennent pas leur promesse ces fucboys,0
133,Jae Tutha Kim,jay2thekim,752555495290961920,7/11/2016 5:29:46 PM,RT @ComplexPop: This soldier made time for #PokemonGO while battling ISIS in Iraq. http://trib.al/z90n9D0 pic.twitter.com/Gs2gKX9WPl,0
134,✨Rachael✨,Destined627,752575291634180096,7/11/2016 6:48:26 PM,RT @obaa_boni: Can u imagine someone saying that ISIS is justified in killing Americans bc Americans kill each other? That 's logic of Black…,0
135,Nicole,thiccjeons,750102487969869824,7/4/2016 11:02:24 PM,RT @zlorious: ISIS bombed one of the holiest places in Islam. No Muslim would do that. So don't refer to them as Muslims when they're the e…,0
136,Palo Duro,MichelChateau1,752502095874433024,7/11/2016 1:57:35 PM,"RT @BBCWorld: US to send 560 more troops to Iraq to help fight so-called Islamic State (IS), Defence Secretary Ash Carter confirms https://…",0
137,ADL Los Angeles,LA_ADL,749980476379533312,7/4/2016 2:57:34 PM,RT @orensegal: The worst #ISIS attack in days—the one in Baghdad—is the one the world probably cares least about by @ishaantharoor https://…,0
138,David Edwards,EdwardsDavid503,750108282753343488,7/4/2016 11:25:25 PM,"As ISIS Loses Land, It Gains Ground in Overseas  http://www.nytimes.com/2016/07/04/world/middleeast/isis-terrorism.html?partner=rss&emc=rss",0
139,Bamir Evans OK?,amirtabah,750106071017009153,7/4/2016 11:16:38 PM,RT @WeTeachLifeSir_: ISIS has been killing Muslims in Muslim countries during the holiest Muslim month.  Literally ISIS is telling you they…,0
140,قمر الدين القمرى,MuslimComorian,750048302905888769,7/4/2016 7:27:05 PM,"RT @GtownMasjid: ISIS continue to murder & massacre in Ramadan #SaudiArabia. Their actions resemble those of Devils not pious, God-fearing…",0
141,Pepperman,pepperman4ever,752457480693841920,7/11/2016 11:00:18 AM,@pepperman4ever Qayyarah gonna fall soon. this is a major turning point in the war against daesh. pic.twitter.com/UetPOgJAkb,0
142,brn karakoçanlı,brnkarakocanli,752445188451295234,7/11/2016 10:11:27 AM,"RT @tvgerila: ajplus: These people are overjoyed to be freed from the shackles of ISIS, but their newfound freedom is bittersweet. https://…",0
143,FindomPromo 19K,underdeskloser,752489075353976832,7/11/2016 1:05:50 PM,RT @spoiledivory: Someone couldn't resist my spell and bought my irresistible clips. @rtpig https://iwantclips.com/store/3651/Empress-Isis #iwant #iwc,0
144,Salahuddin Ayubi,mobi_ayubi,2796,2/3/2016 17:10,"RT @MaghrebiQM: If Aleppo is besieged, expect a massive humanitarian disaster. ",1
145,فيّ.,FayXII,750036915223666688,7/4/2016 6:41:50 PM,RT @ciellian: ISIS bombed a very holy place in a holy month to Muslims. still thinking that ISIS represents Islam? pic.twitter.com/SKMrXXqy00,0
146,butthomo,carris_lee96,752425973191061504,7/11/2016 8:55:06 AM,RT @SheikhHaram: When you send ISIS your mixtape pic.twitter.com/XcCCtX2lm7,0
147,Kelly,kmugford69,752513515240300545,7/11/2016 2:42:57 PM,RT @MailOnline: VIDEO: ISIS jihadis speed towards Iraqi tanks and detonate truck packed with explosives http://www.dailymail.co.uk/news/article-3684270/Terrifying-moment-ISIS-jihadis-speed-Iraqi-tanks-detonate-truck-packed-explosives-battle-Fallujah.html https://t.c…,0
148,General,ismailmahsud,1941,1/30/2016 2:38,"RT @larrykim: Your reaction when #Twitter considers 10K character Limit, but not an 'EDIT' button. 😂😂😂 #Twitter10k https://twitter.com/larrykim/status/684729010203410434/photo/1 ",1
149,Hakan,hknyenii,752645713843150848,7/11/2016 11:28:16 PM,RT @CraigCons: My new article on @MiddleEastEye - Prophet Muhammad/humanity versus ISIS in Medina. http://www.middleeasteye.net/columns/prophet-muhammad-stood-humanity-medina-while-tries-destroy-it-933988967 https://t.co/GSg…,0
150,Veronica Asheن,VeronicaAshe,750128401390768128,7/5/2016 12:45:22 AM,"Are You on the ISIS Kill List? The FBI May Not Tell You - Breaking Israel News Israel Latest, Israel Prophecy News http://www.breakingisraelnews.com/70837/isis-kill-list-fbi-may-not-tell/ ",0
151,にゃおん,pink_pig_star,752450555486703616,7/11/2016 10:32:46 AM,RT @hyodo_masatoshi: 十代の皆さんへ 。 ダッカの武装襲撃を見てもわかるとおり 、 日本はすでにISISとの戦争に入っています 。 自公を勝たせると 、 改憲して 、 徴兵制がやってきます 。 戦争は 、 戦争で儲かる1％（富裕層）によって起こされ 、 死ぬのは99％（貧しい国民）です 。 「…,0
152,Oshin,AzyanShor,749918714934333440,7/4/2016 10:52:09 AM,"RT @mifzalmohd: I would like to see M'sian Muslims more concerned about condemning the ISIS bombing of Movida,Puchong,compared to Muslims e…",0
153,Kami-Kazi Vespa Gang,KamiKazimusic,749928344729292801,7/4/2016 11:30:25 AM,RT @marokko: Dodental aanslag Bagdad boven 200 - http://nieuws.marokko.nl/42636/dodental-aanslag-bagdad-boven-200/ #daesh #bagdad #terrorisme #karrada pic.twitter.com/DXlpa2cgCC,0
154,E'Ian ™,eian_terrell,752599701665394693,7/11/2016 8:25:26 PM,RT @_AndrewEverett: I think PokemonGO can stop ISIS. No one has ever not enjoyed catching them all.,0
155,Nazia,sultananazia,749886836487716864,7/4/2016 8:45:28 AM,RT @CAIRNational: #CAIR-Ohio: Muslim group commends Avon Police for swift apology to man accused in fake ISIS scare http://fb.me/44GiB093m,0
156,The Human Voice,YaAbalFazl,750057660628729857,7/4/2016 8:04:16 PM,RT @QutubOwaisi: I wouldn't be surprised if ISIS claims responsibility for the attack in Medina. Their ideology teaches them to level the P…,0
157,Christo67,Christo1267,752425219470479360,7/11/2016 8:52:06 AM,RT @JaredWyand: We're gonna start treating these people like ISIS starting with @90s_bull  Get his info & we'll call local FBI https://t.co…,0
158,dakota,dvnmer,749914045193527297,7/4/2016 10:33:35 AM,RT @baltimoresun: 125 killed in Baghdad in third worldwide ISIS attack this week. http://darkroom.baltimoresun.com/2016/07/blast-kills-125-in-baghdad/#1 ,0
159,Sócrates Segarra,SocratesSegarra,750044104860381184,7/4/2016 7:10:24 PM,"ISIS, celebrando el 4 de Julio en Bagdad, 213 muerto con su terrorismo, ES ESO DEMOCRACIA queridos USA?, Saddam era malo?, JA JA JA, verdad?",0
160,Nadia ,ctnanad,750069644929605632,7/4/2016 8:51:53 PM,"RT @MaherZain: The Prophet 's City #Medina. Terror knows no religion!  ISIS, They're Godless nihilists!  #MedinaAttack pic.twitter.com/c95OrLfVpz",0
161,Марта Коновалова,aloanthatisback,749989784433659904,7/4/2016 3:34:33 PM,ISIS Role in Hyderabad EXPOSED - Suspects Arrested  The NIA today claimed that .  http://aloandiscountisquizlet.seek-loan.com/2016/07/04/isis-role-in-hyderabad-exposed-suspects-arrested/ pic.twitter.com/9dHdIaLTJ5,0
162,Optimus Heims,austin_heims,750015644012339200,7/4/2016 5:17:18 PM,"This morning I shotgunned a PBR while wearing a USA fanny pack and headbanging to  "" Real American "" . Get some ISIS. #USA #4thofJuly #Amurrica",0
163,Rob Zicari,RobZicariShow,750084626366861313,7/4/2016 9:51:25 PM,"RT @ZEROFiltered: Listen to THE JV TEAM ATTACKS TURKEY by The Rob Zicari Show  "" Xtreme Politics "" http://www.blogtalkradio.com/therobzicarishow/2016/06/29/the-jv-team-attacks-turkey #ISIS #TurkeyAttack…",0
164,Conflict Reporter,WarReporter1,7089,3/7/2016 14:57,RT @WarMonitor: seems #IS completely change it's tactics & it's efective in #IS point of view becoz #IS now killing their enemy more & more… ,1
165,_,_leoonie,750043800622497792,7/4/2016 7:09:11 PM,"RT @Eyyuhel: Attentat suicide à Médine revendiqué par Daesh, bilan encore inconnu pic.twitter.com/PUWtY3xuJW",0
166,bb,elviram___,750130331513217024,7/5/2016 12:53:02 AM,RT @ihateSKINNY: ISIS attacked Islam 's holiest city Madinah on the holiest month for Muslims & people still wanna say ISIS represent Islam?…,0
167,adriana,jediadriana,750044111596457984,7/4/2016 7:10:26 PM,"RT @RAlmutairiii: And they still believe that  #ISIS are Muslims ,wake up please ! !    #PrayForMadinah  #تفجير_المدينه_المنوره https://t.co/…",0
168,Rami,RamiAlLolah,16455,5/9/2016 18:19,#USA Pentagon announces the death of #ISIS Anbar commander Shaker Fahdawi (Abu Waheeb) for the 9797097098 time #Iraq https://t.co/jNHnShcICp ,1
169,رشما,Resh187,750129997629841408,7/5/2016 12:51:42 AM,"RT @luke_rusbridge: If ISIS want to spread  "" Islam ""  why are they killing Muslims? Clear double standard. ISIS taint Islam, don't let the med…",0
170,Michael Longinow,LonginowM,752660974436380672,7/12/2016 12:28:54 AM,"ISIS via WhatsApp: 'Blow Yourself Up, O Lion ' https://www.propublica.org/article/isis-via-whatsapp-blow-yourself-up-o-lion @ProPublica",0
171,The,mraznjak,749965800056954881,7/4/2016 1:59:15 PM,RT @Zinvor: Man who once said ISIS tried not to alienate people now says ISIS jihadis are oppressed. Is he being radicalized? https://t.co/…,0
172,Portland Daily Post,portlandepeak,750013943230455808,7/4/2016 5:10:33 PM,#Oregon Iraqis and Americans Butted Heads Over the ISIS ‘Convoy Massa.  http://nyc.epeak.in/867_2107197,0
173,آلاء,LolyBonbony,750050203823202304,7/4/2016 7:34:38 PM,RT @MaherZain: Still need proof that ISIS is the foremost enemy of Islam? They attack the Prophet 's City. Terror knows no religion!  https:/…,0
174,BW | بشاير ولي,bashayerjamil,750036286250094592,7/4/2016 6:39:20 PM,"RT @alhosam: There is nothing Islamic about #ISIS, The act of suicide bombing next to Islam 's 2nd holiest shrine is a testament of their mi…",0
175,Malaysian Observer,malayobserver,752436093635571712,7/11/2016 9:35:18 AM,RT @markito0171: #Syria Southern #FSA continues battle against #IslamicState in western #Daraa province https://www.youtube.com/watch?v=1pw4Zt65zGA https://t.c…,0
176,Jose Reyes,NYY001,749976576863920132,7/4/2016 2:42:04 PM,Kuwait Says It Thwarted 3 Planned ISIS Attacks http://www.nytimes.com/2016/07/04/world/middleeast/kuwait-isis-shiite-muslims.html,0
177,meatball,gutscake_,749913984229310464,7/4/2016 10:33:21 AM,RT @SophieStGeours: Pas de couverture médiatique quand le terrorisme touche des pays qui ne font pas partie du monde occidental  #Bagdad ht…,0
178,gulab jammin',_rxyahx,750070078721392641,7/4/2016 8:53:37 PM,RT @mahvs93: iA this event marks the downfall of ISIS 😔 pic.twitter.com/50vnmea6us,0
179,सोऽहम्,honestology,750054989373079552,7/4/2016 7:53:39 PM,"RT @janimine: West funded Isis&called them rebels then Isis turned on West&now they are terrorists,The only way to end Isis is to support A…",0
180,Maghrabi Arabie,MaghrabiArabi,740,12/25/2015 2:24,@MaghrebiMWss @AlghadAlarabi Allah Akbar ,1
181,وَعد ♕,w3oodh16,750119392306921472,7/5/2016 12:09:34 AM,RT @dongshe147: This is for all the people who think isis from islam🚫 https://amp.twimg.com/v/111cdbc3-99c1-4bdc-9746-b02cc1287f34 #ISISisNotIslam,0
182,p,fire123p,749970866537103360,7/4/2016 2:19:23 PM,RT @Trump_Videos: Putin says he will now DESTROY Obama/Hillary 's private army ISIS once and for all. THE MAN!  https://www.thesun.co.uk/news/1384059/vladimir-putin-to-deploy-russias-largest-warship-to-decimate-isis-once-and-for-all/ https…,0
183,Marco Villalta,Villtin,749913688988082176,7/4/2016 10:32:10 AM,RT @_shireenahmed_: How many Muslim casualties in Ramadan will it take for Western media to stop conflating ISIS terrorists with Islam? Ask…,0
184,Sayed M. Modarresi,SayedModarresi,749998539510472705,7/4/2016 4:09:20 PM,RT @Independent: The worst Isis attack in weeks is the one the world probably cares least about http://www.independent.co.uk/news/world/middle-east/isis-most-deadly-attack-weeks-one-world-probably-cares-about-least-a7118211.html ,0
185,Forty-something mum,adamas989,752613898231185408,7/11/2016 9:21:50 PM,RT @Darren32895836: BREAKING! ! ! 1ST time ever Merkel admits ISIS has infiltrated the refugees going in2 Germany!  #AllLivesDidntMatter https:…,0
186,Mohammad Nur Rokhim,kosim_nurrokhim,750093254339637248,7/4/2016 10:25:42 PM,"Bilang memerangi ISIS sama dengan memerangi Islam tapi kemudian mengutuk serangan ISIS, duh Mon. . Mon. .",0
187,Szabolcs Sandoly,sandoly,749889340323553280,7/4/2016 8:55:25 AM,"RT @nytimesworld: Kuwait says it foiled 3 planned Islamic State attacks on the country, including a plot to blow up a Shiite mosque: https:…",0
188,手塚一佳,tezukakaz,749911453855997952,7/4/2016 10:23:17 AM,これは強く同感する 。 ここまで嫌われる日本でなければISISは同じでも 、 日本人相手に好き勝手にはできなかったろう 。 事実ルクソールでの同様の事件では 、 犠牲者こそ出たものの 、 犯人たちは地元民に捕獲され 、 エジプトでの過激派活動が暫く低下した https://twitter.com/shousuzuki/status/749907497163513856,0
189,Dianne,GramaD386,749964035072880640,7/4/2016 1:52:14 PM,RT @greta: Containment is NOT enough!   TOTAL DESTRUCTION OF ISIS is needed. toll of Americans in Bangladesh just went up https://t.co/ocVz…,0
190,太一,miyataides219,752683066007490564,7/12/2016 1:56:41 AM,RT @shounantk: 7日に37人が死亡した イラクのバラドの廟でのテロ  あるイスラム教徒の男性が 自爆テロを起こそうとした ISIS兵に抱きつき 、 共に爆発  周囲への被害を最小限に留め 100人以上の命を救った  彼こそ「殉教者」と呼ぶ  彼に敬意を https:/…,0
191,Salahuddin Ayubi,mobi_ayubi,11228,4/7/2016 15:55,"This guy looks blind or live in fantacy world, 1st time lolz https://twitter.com/mobi_ayubi/status/718104813888741376/photo/1 ",1
192,reem,ABSllNTHE,749921409380540416,7/4/2016 11:02:51 AM,RT @TheNationalUAE: ‘They were brutal with me’ Emirati describes arrest in US after being mistaken for ISIL http://www.thenational.ae/uae/they-were-brutal-with-me-emirati-describes-arrest-in-us-after-being-mistaken-for-isil-member https:/…,0
193,Kuffar Hunter 1,WhiteCat_7,302,9/25/2015 15:55,@shammlly12 @WilayatNinawa very sory.i was just tasked to do it.its for our group.please forgive me.. ,1
194,Ibni Haneefah,_IshfaqAhmad,8507,3/18/2016 10:58,@parvezicrimes بلکل ,1
195,Abdulaziz Al-Qhiedan,qhiedan,750126263944245248,7/5/2016 12:36:52 AM,RT @I_mohdiary: #ISISAttackingMuslims ISIS is bombing Muslims in Muslim countries. ISIS has no religion. Stop associating them only with Mu…,0
196,Roberto León López,robertoleonlope,752509622066569217,7/11/2016 2:27:29 PM,RT @libertaddigital: España ha rechazado a una decena de refugiados por sus vínculos con el yihadismo http://www.libertaddigital.com/espana/2016-07-09/espana-ha-rechazado-a-una-decena-de-refugiados-por-sus-vinculos-con-el-yihadismo-1276578006/ #ISIS https:/…,0
197,vn,valentinnoe59,752457220978122753,7/11/2016 10:59:16 AM,"RT @so_mkb: enfaite Daesh ils ont pas menti, ils ont dit la France va subir un truc dans l'euro et tout ils nous on envoyer Eder c fdp",0
198,Viraj Pattni,intlsec,752674563977154560,7/12/2016 1:22:54 AM,RT @ACmideast: READ by @Eljarh: A Defeat for #ISIS in #Sirte Will Bring More Challenges for #Libya http://www.atlanticcouncil.org/blogs/menasource/a-defeat-for-isis-in-sirte-will-bring-more-challenges-for-libya https://t.co/lom…,0
